# native-membership.tsv — the platform's implemented surface (upstream boundary program, batch 5).
# Membership is OURS; the signature text is generated from the pinned checkouts.
# constant	fqn	signatureKey — sorted by fqn, then key.
AVERAGE__NUMBER_MANY	meta::pure::functions::math::average	meta::pure::functions::math::average(meta::pure::metamodel::type::Number[*])
BIT_AND__INTEGER_1__INTEGER_1	meta::pure::functions::math::bitAnd	meta::pure::functions::math::bitAnd(meta::pure::metamodel::type::Integer[1],meta::pure::metamodel::type::Integer[1])
BIT_NOT__INTEGER_1	meta::pure::functions::math::bitNot	meta::pure::functions::math::bitNot(meta::pure::metamodel::type::Integer[1])
BIT_OR__INTEGER_1__INTEGER_1	meta::pure::functions::math::bitOr	meta::pure::functions::math::bitOr(meta::pure::metamodel::type::Integer[1],meta::pure::metamodel::type::Integer[1])
BIT_SHIFT_LEFT__INTEGER_1__INTEGER_1	meta::pure::functions::math::bitShiftLeft	meta::pure::functions::math::bitShiftLeft(meta::pure::metamodel::type::Integer[1],meta::pure::metamodel::type::Integer[1])
BIT_SHIFT_RIGHT__INTEGER_1__INTEGER_1	meta::pure::functions::math::bitShiftRight	meta::pure::functions::math::bitShiftRight(meta::pure::metamodel::type::Integer[1],meta::pure::metamodel::type::Integer[1])
BIT_XOR__INTEGER_1__INTEGER_1	meta::pure::functions::math::bitXor	meta::pure::functions::math::bitXor(meta::pure::metamodel::type::Integer[1],meta::pure::metamodel::type::Integer[1])
CBRT__NUMBER_1	meta::pure::functions::math::cbrt	meta::pure::functions::math::cbrt(meta::pure::metamodel::type::Number[1])
CEILING__NUMBER_1	meta::pure::functions::math::ceiling	meta::pure::functions::math::ceiling(meta::pure::metamodel::type::Number[1])
CORR__ROW_MAPPER_MANY	meta::pure::functions::math::corr	meta::pure::functions::math::corr(meta::pure::functions::math::mathUtility::RowMapper<meta::pure::metamodel::type::Number, meta::pure::metamodel::type::Number>[*])
CORR__NUMBER_MANY__NUMBER_MANY	meta::pure::functions::math::corr	meta::pure::functions::math::corr(meta::pure::metamodel::type::Number[*],meta::pure::metamodel::type::Number[*])
COS__NUMBER_1	meta::pure::functions::math::cos	meta::pure::functions::math::cos(meta::pure::metamodel::type::Number[1])
COSH__NUMBER_1	meta::pure::functions::math::cosh	meta::pure::functions::math::cosh(meta::pure::metamodel::type::Number[1])
COT__NUMBER_1	meta::pure::functions::math::cot	meta::pure::functions::math::cot(meta::pure::metamodel::type::Number[1])
COVAR_POPULATION__ROW_MAPPER_MANY	meta::pure::functions::math::covarPopulation	meta::pure::functions::math::covarPopulation(meta::pure::functions::math::mathUtility::RowMapper<meta::pure::metamodel::type::Number, meta::pure::metamodel::type::Number>[*])
COVAR_POPULATION__NUMBER_MANY__NUMBER_MANY	meta::pure::functions::math::covarPopulation	meta::pure::functions::math::covarPopulation(meta::pure::metamodel::type::Number[*],meta::pure::metamodel::type::Number[*])
COVAR_SAMPLE__ROW_MAPPER_MANY	meta::pure::functions::math::covarSample	meta::pure::functions::math::covarSample(meta::pure::functions::math::mathUtility::RowMapper<meta::pure::metamodel::type::Number, meta::pure::metamodel::type::Number>[*])
COVAR_SAMPLE__NUMBER_MANY__NUMBER_MANY	meta::pure::functions::math::covarSample	meta::pure::functions::math::covarSample(meta::pure::metamodel::type::Number[*],meta::pure::metamodel::type::Number[*])
DIVIDE__DECIMAL_1__DECIMAL_1__INTEGER_1	meta::pure::functions::math::divide	meta::pure::functions::math::divide(meta::pure::metamodel::type::Decimal[1],meta::pure::metamodel::type::Decimal[1],meta::pure::metamodel::type::Integer[1])
DIVIDE__NUMBER_1__NUMBER_1	meta::pure::functions::math::divide	meta::pure::functions::math::divide(meta::pure::metamodel::type::Number[1],meta::pure::metamodel::type::Number[1])
EXP__NUMBER_1	meta::pure::functions::math::exp	meta::pure::functions::math::exp(meta::pure::metamodel::type::Number[1])
FLOOR__NUMBER_1	meta::pure::functions::math::floor	meta::pure::functions::math::floor(meta::pure::metamodel::type::Number[1])
LOG__NUMBER_1	meta::pure::functions::math::log	meta::pure::functions::math::log(meta::pure::metamodel::type::Number[1])
LOG10__NUMBER_1	meta::pure::functions::math::log10	meta::pure::functions::math::log10(meta::pure::metamodel::type::Number[1])
ROW_MAPPER__T_0_1__U_0_1	meta::pure::functions::math::mathUtility::rowMapper	meta::pure::functions::math::mathUtility::rowMapper(T[0..1],U[0..1])
MAX__FLOAT_MANY	meta::pure::functions::math::max	meta::pure::functions::math::max(meta::pure::metamodel::type::Float[*])
MAX__FLOAT_1__FLOAT_1	meta::pure::functions::math::max	meta::pure::functions::math::max(meta::pure::metamodel::type::Float[1],meta::pure::metamodel::type::Float[1])
MAX__INTEGER_MANY	meta::pure::functions::math::max	meta::pure::functions::math::max(meta::pure::metamodel::type::Integer[*])
MAX__INTEGER_1__INTEGER_1	meta::pure::functions::math::max	meta::pure::functions::math::max(meta::pure::metamodel::type::Integer[1],meta::pure::metamodel::type::Integer[1])
MAX__NUMBER_MANY	meta::pure::functions::math::max	meta::pure::functions::math::max(meta::pure::metamodel::type::Number[*])
MAX__NUMBER_1__NUMBER_1	meta::pure::functions::math::max	meta::pure::functions::math::max(meta::pure::metamodel::type::Number[1],meta::pure::metamodel::type::Number[1])
MAX_BY__T_MANY__NUMBER_MANY	meta::pure::functions::math::maxBy	meta::pure::functions::math::maxBy(T[*],meta::pure::metamodel::type::Number[*])
MAX_BY__T_MANY__NUMBER_MANY__INTEGER_1	meta::pure::functions::math::maxBy	meta::pure::functions::math::maxBy(T[*],meta::pure::metamodel::type::Number[*],meta::pure::metamodel::type::Integer[1])
MAX_BY__ROW_MAPPER_MANY	meta::pure::functions::math::maxBy	meta::pure::functions::math::maxBy(meta::pure::functions::math::mathUtility::RowMapper<T, meta::pure::metamodel::type::Number>[*])
MEAN__NUMBER_MANY	meta::pure::functions::math::mean	meta::pure::functions::math::mean(meta::pure::metamodel::type::Number[*])
MEDIAN__NUMBER_MANY	meta::pure::functions::math::median	meta::pure::functions::math::median(meta::pure::metamodel::type::Number[*])
MIN__FLOAT_MANY	meta::pure::functions::math::min	meta::pure::functions::math::min(meta::pure::metamodel::type::Float[*])
MIN__FLOAT_1__FLOAT_1	meta::pure::functions::math::min	meta::pure::functions::math::min(meta::pure::metamodel::type::Float[1],meta::pure::metamodel::type::Float[1])
MIN__INTEGER_MANY	meta::pure::functions::math::min	meta::pure::functions::math::min(meta::pure::metamodel::type::Integer[*])
MIN__INTEGER_1__INTEGER_1	meta::pure::functions::math::min	meta::pure::functions::math::min(meta::pure::metamodel::type::Integer[1],meta::pure::metamodel::type::Integer[1])
MIN__NUMBER_MANY	meta::pure::functions::math::min	meta::pure::functions::math::min(meta::pure::metamodel::type::Number[*])
MIN__NUMBER_1__NUMBER_1	meta::pure::functions::math::min	meta::pure::functions::math::min(meta::pure::metamodel::type::Number[1],meta::pure::metamodel::type::Number[1])
MIN_BY__T_MANY__NUMBER_MANY	meta::pure::functions::math::minBy	meta::pure::functions::math::minBy(T[*],meta::pure::metamodel::type::Number[*])
MIN_BY__T_MANY__NUMBER_MANY__INTEGER_1	meta::pure::functions::math::minBy	meta::pure::functions::math::minBy(T[*],meta::pure::metamodel::type::Number[*],meta::pure::metamodel::type::Integer[1])
MIN_BY__ROW_MAPPER_MANY	meta::pure::functions::math::minBy	meta::pure::functions::math::minBy(meta::pure::functions::math::mathUtility::RowMapper<T, meta::pure::metamodel::type::Number>[*])
MINUS__DECIMAL_MANY	meta::pure::functions::math::minus	meta::pure::functions::math::minus(meta::pure::metamodel::type::Decimal[*])
MINUS__FLOAT_MANY	meta::pure::functions::math::minus	meta::pure::functions::math::minus(meta::pure::metamodel::type::Float[*])
MINUS__INTEGER_MANY	meta::pure::functions::math::minus	meta::pure::functions::math::minus(meta::pure::metamodel::type::Integer[*])
MINUS__NUMBER_MANY	meta::pure::functions::math::minus	meta::pure::functions::math::minus(meta::pure::metamodel::type::Number[*])
MOD__INTEGER_1__INTEGER_1	meta::pure::functions::math::mod	meta::pure::functions::math::mod(meta::pure::metamodel::type::Integer[1],meta::pure::metamodel::type::Integer[1])
MODE__FLOAT_MANY	meta::pure::functions::math::mode	meta::pure::functions::math::mode(meta::pure::metamodel::type::Float[*])
MODE__INTEGER_MANY	meta::pure::functions::math::mode	meta::pure::functions::math::mode(meta::pure::metamodel::type::Integer[*])
MODE__NUMBER_MANY	meta::pure::functions::math::mode	meta::pure::functions::math::mode(meta::pure::metamodel::type::Number[*])
PERCENTILE__NUMBER_MANY__FLOAT_1	meta::pure::functions::math::percentile	meta::pure::functions::math::percentile(meta::pure::metamodel::type::Number[*],meta::pure::metamodel::type::Float[1])
PERCENTILE__NUMBER_MANY__FLOAT_1__BOOLEAN_1__BOOLEAN_1	meta::pure::functions::math::percentile	meta::pure::functions::math::percentile(meta::pure::metamodel::type::Number[*],meta::pure::metamodel::type::Float[1],meta::pure::metamodel::type::Boolean[1],meta::pure::metamodel::type::Boolean[1])
PI	meta::pure::functions::math::pi	meta::pure::functions::math::pi()
PLUS__DECIMAL_MANY	meta::pure::functions::math::plus	meta::pure::functions::math::plus(meta::pure::metamodel::type::Decimal[*])
PLUS__FLOAT_MANY	meta::pure::functions::math::plus	meta::pure::functions::math::plus(meta::pure::metamodel::type::Float[*])
PLUS__INTEGER_MANY	meta::pure::functions::math::plus	meta::pure::functions::math::plus(meta::pure::metamodel::type::Integer[*])
PLUS__NUMBER_MANY	meta::pure::functions::math::plus	meta::pure::functions::math::plus(meta::pure::metamodel::type::Number[*])
POW__NUMBER_1__NUMBER_1	meta::pure::functions::math::pow	meta::pure::functions::math::pow(meta::pure::metamodel::type::Number[1],meta::pure::metamodel::type::Number[1])
REM__NUMBER_1__NUMBER_1	meta::pure::functions::math::rem	meta::pure::functions::math::rem(meta::pure::metamodel::type::Number[1],meta::pure::metamodel::type::Number[1])
ROUND__DECIMAL_1__INTEGER_1	meta::pure::functions::math::round	meta::pure::functions::math::round(meta::pure::metamodel::type::Decimal[1],meta::pure::metamodel::type::Integer[1])
ROUND__FLOAT_1__INTEGER_1	meta::pure::functions::math::round	meta::pure::functions::math::round(meta::pure::metamodel::type::Float[1],meta::pure::metamodel::type::Integer[1])
ROUND__NUMBER_1	meta::pure::functions::math::round	meta::pure::functions::math::round(meta::pure::metamodel::type::Number[1])
SIGN__NUMBER_1	meta::pure::functions::math::sign	meta::pure::functions::math::sign(meta::pure::metamodel::type::Number[1])
SIN__NUMBER_1	meta::pure::functions::math::sin	meta::pure::functions::math::sin(meta::pure::metamodel::type::Number[1])
SINH__NUMBER_1	meta::pure::functions::math::sinh	meta::pure::functions::math::sinh(meta::pure::metamodel::type::Number[1])
SQRT__NUMBER_1	meta::pure::functions::math::sqrt	meta::pure::functions::math::sqrt(meta::pure::metamodel::type::Number[1])
STD_DEV__NUMBER_1_MANY__BOOLEAN_1	meta::pure::functions::math::stdDev	meta::pure::functions::math::stdDev(meta::pure::metamodel::type::Number[1..*],meta::pure::metamodel::type::Boolean[1])
STD_DEV_POPULATION__RELATION_1__WINDOW_1__T_1__COL_SPEC_1	meta::pure::functions::math::stdDevPopulation	meta::pure::functions::math::stdDevPopulation(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::functions::relation::_Window<T>[1],T[1],meta::pure::metamodel::relation::ColSpec<(?:meta::pure::metamodel::type::Number)⊆T>[1])
STD_DEV_POPULATION__NUMBER_MANY	meta::pure::functions::math::stdDevPopulation	meta::pure::functions::math::stdDevPopulation(meta::pure::metamodel::type::Number[*])
STD_DEV_SAMPLE__NUMBER_MANY	meta::pure::functions::math::stdDevSample	meta::pure::functions::math::stdDevSample(meta::pure::metamodel::type::Number[*])
SUM__FLOAT_MANY	meta::pure::functions::math::sum	meta::pure::functions::math::sum(meta::pure::metamodel::type::Float[*])
SUM__INTEGER_MANY	meta::pure::functions::math::sum	meta::pure::functions::math::sum(meta::pure::metamodel::type::Integer[*])
SUM__NUMBER_MANY	meta::pure::functions::math::sum	meta::pure::functions::math::sum(meta::pure::metamodel::type::Number[*])
TAN__NUMBER_1	meta::pure::functions::math::tan	meta::pure::functions::math::tan(meta::pure::metamodel::type::Number[1])
TANH__NUMBER_1	meta::pure::functions::math::tanh	meta::pure::functions::math::tanh(meta::pure::metamodel::type::Number[1])
TIMES__DECIMAL_MANY	meta::pure::functions::math::times	meta::pure::functions::math::times(meta::pure::metamodel::type::Decimal[*])
TIMES__FLOAT_MANY	meta::pure::functions::math::times	meta::pure::functions::math::times(meta::pure::metamodel::type::Float[*])
TIMES__INTEGER_MANY	meta::pure::functions::math::times	meta::pure::functions::math::times(meta::pure::metamodel::type::Integer[*])
TIMES__NUMBER_MANY	meta::pure::functions::math::times	meta::pure::functions::math::times(meta::pure::metamodel::type::Number[*])
TO_DECIMAL__NUMBER_1	meta::pure::functions::math::toDecimal	meta::pure::functions::math::toDecimal(meta::pure::metamodel::type::Number[1])
TO_DEGREES__NUMBER_1	meta::pure::functions::math::toDegrees	meta::pure::functions::math::toDegrees(meta::pure::metamodel::type::Number[1])
TO_FLOAT__NUMBER_1	meta::pure::functions::math::toFloat	meta::pure::functions::math::toFloat(meta::pure::metamodel::type::Number[1])
TO_RADIANS__NUMBER_1	meta::pure::functions::math::toRadians	meta::pure::functions::math::toRadians(meta::pure::metamodel::type::Number[1])
VARIANCE__NUMBER_MANY__BOOLEAN_1	meta::pure::functions::math::variance	meta::pure::functions::math::variance(meta::pure::metamodel::type::Number[*],meta::pure::metamodel::type::Boolean[1])
VARIANCE_POPULATION__NUMBER_MANY	meta::pure::functions::math::variancePopulation	meta::pure::functions::math::variancePopulation(meta::pure::metamodel::type::Number[*])
VARIANCE_SAMPLE__NUMBER_MANY	meta::pure::functions::math::varianceSample	meta::pure::functions::math::varianceSample(meta::pure::metamodel::type::Number[*])
WAVG__ROW_MAPPER_MANY	meta::pure::functions::math::wavg	meta::pure::functions::math::wavg(meta::pure::functions::math::mathUtility::RowMapper<meta::pure::metamodel::type::Number, meta::pure::metamodel::type::Number>[*])
WAVG_ROW_MAPPER__NUMBER_0_1__NUMBER_0_1	meta::pure::functions::math::wavgUtility::wavgRowMapper	meta::pure::functions::math::wavgUtility::wavgRowMapper(meta::pure::metamodel::type::Number[0..1],meta::pure::metamodel::type::Number[0..1])
Z_SCORE__WINDOW	meta::pure::functions::math::zScore	meta::pure::functions::math::zScore(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::functions::relation::_Window<T>[1],T[1],meta::pure::metamodel::relation::ColSpec<(?:meta::pure::metamodel::type::Number)⊆T>[1])
ADD_COLUMNS__RELATIONTYPE_1__COLSPECARRAY_1	meta::pure::functions::meta::addColumns	meta::pure::functions::meta::addColumns(meta::pure::metamodel::relation::RelationType<meta::pure::metamodel::type::Any>[1],meta::pure::metamodel::relation::ColSpecArray<meta::pure::metamodel::type::Any>[1])
DEACTIVATE__ANY_MANY	meta::pure::functions::meta::deactivate	meta::pure::functions::meta::deactivate(meta::pure::metamodel::type::Any[*])
ELEMENT_TO_PATH__PACKAGEABLEELEMENT_1	meta::pure::functions::meta::elementToPath	meta::pure::functions::meta::elementToPath(meta::pure::metamodel::PackageableElement[1])
ELEMENT_TO_PATH__PACKAGEABLEELEMENT_1__BOOLEAN_1	meta::pure::functions::meta::elementToPath	meta::pure::functions::meta::elementToPath(meta::pure::metamodel::PackageableElement[1],meta::pure::metamodel::type::Boolean[1])
ELEMENT_TO_PATH__PACKAGEABLEELEMENT_1__STRING_1	meta::pure::functions::meta::elementToPath	meta::pure::functions::meta::elementToPath(meta::pure::metamodel::PackageableElement[1],meta::pure::metamodel::type::String[1])
ELEMENT_TO_PATH__3	meta::pure::functions::meta::elementToPath	meta::pure::functions::meta::elementToPath(meta::pure::metamodel::PackageableElement[1],meta::pure::metamodel::type::String[1],meta::pure::metamodel::type::Boolean[1])
ELEMENT_TO_PATH__FUNCTION_1	meta::pure::functions::meta::elementToPath	meta::pure::functions::meta::elementToPath(meta::pure::metamodel::function::Function<meta::pure::metamodel::type::Any>[1])
ELEMENT_TO_PATH__TYPE_1	meta::pure::functions::meta::elementToPath	meta::pure::functions::meta::elementToPath(meta::pure::metamodel::type::Type[1])
ELEMENT_TO_PATH__TYPE_1__STRING_1	meta::pure::functions::meta::elementToPath	meta::pure::functions::meta::elementToPath(meta::pure::metamodel::type::Type[1],meta::pure::metamodel::type::String[1])
ENUM_VALUES	meta::pure::functions::meta::enumValues	meta::pure::functions::meta::enumValues(meta::pure::metamodel::type::Enumeration<T>[1])
EVALUATE_AND_DEACTIVATE__T_M	meta::pure::functions::meta::evaluateAndDeactivate	meta::pure::functions::meta::evaluateAndDeactivate(T[m])
GENERIC_TYPE__ANY_MANY	meta::pure::functions::meta::genericType	meta::pure::functions::meta::genericType(meta::pure::metamodel::type::Any[*])
ID__ANY_1	meta::pure::functions::meta::id	meta::pure::functions::meta::id(meta::pure::metamodel::type::Any[1])
INSTANCE_OF__ANY_1__TYPE_1	meta::pure::functions::meta::instanceOf	meta::pure::functions::meta::instanceOf(meta::pure::metamodel::type::Any[1],meta::pure::metamodel::type::Type[1])
STEREOTYPE__PROFILE_1__STRING_1	meta::pure::functions::meta::stereotype	meta::pure::functions::meta::stereotype(meta::pure::metamodel::extension::Profile[1],meta::pure::metamodel::type::String[1])
TYPE__ANY_1	meta::pure::functions::meta::type	meta::pure::functions::meta::type(meta::pure::metamodel::type::Any[*])
TO_ONE__T_MANY	meta::pure::functions::multiplicity::toOne	meta::pure::functions::multiplicity::toOne(T[*])
TO_ONE__T_MANY__STRING_1	meta::pure::functions::multiplicity::toOne	meta::pure::functions::multiplicity::toOne(T[*],meta::pure::metamodel::type::String[1])
TO_ONE_MANY__T_MANY	meta::pure::functions::multiplicity::toOneMany	meta::pure::functions::multiplicity::toOneMany(T[*])
TO_ONE_MANY__T_MANY__STRING_1	meta::pure::functions::multiplicity::toOneMany	meta::pure::functions::multiplicity::toOneMany(T[*],meta::pure::metamodel::type::String[1])
_RANGE__UNBOUNDED_1__UNBOUNDED_1	meta::pure::functions::relation::_range	meta::pure::functions::relation::_range(meta::pure::functions::relation::UnboundedFrameValue[1],meta::pure::functions::relation::UnboundedFrameValue[1])
_RANGE__UNBOUNDED_1__INT_1__DU_1	meta::pure::functions::relation::_range	meta::pure::functions::relation::_range(meta::pure::functions::relation::UnboundedFrameValue[1],meta::pure::metamodel::type::Integer[1],meta::pure::functions::date::DurationUnit[1])
_RANGE__UNBOUNDED_1__NUMBER_1	meta::pure::functions::relation::_range	meta::pure::functions::relation::_range(meta::pure::functions::relation::UnboundedFrameValue[1],meta::pure::metamodel::type::Number[1])
_RANGE__INT_1__DU_1__UNBOUNDED_1	meta::pure::functions::relation::_range	meta::pure::functions::relation::_range(meta::pure::metamodel::type::Integer[1],meta::pure::functions::date::DurationUnit[1],meta::pure::functions::relation::UnboundedFrameValue[1])
_RANGE__INT_1__DU_1__INT_1__DU_1	meta::pure::functions::relation::_range	meta::pure::functions::relation::_range(meta::pure::metamodel::type::Integer[1],meta::pure::functions::date::DurationUnit[1],meta::pure::metamodel::type::Integer[1],meta::pure::functions::date::DurationUnit[1])
_RANGE__NUMBER_1__UNBOUNDED_1	meta::pure::functions::relation::_range	meta::pure::functions::relation::_range(meta::pure::metamodel::type::Number[1],meta::pure::functions::relation::UnboundedFrameValue[1])
_RANGE__NUMBER_1__NUMBER_1	meta::pure::functions::relation::_range	meta::pure::functions::relation::_range(meta::pure::metamodel::type::Number[1],meta::pure::metamodel::type::Number[1])
AGGREGATE__RELATION_1__AGG_COL_SPEC_1	meta::pure::functions::relation::aggregate	meta::pure::functions::relation::aggregate(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::relation::AggColSpec<{T[1]->K[0..1]}, {K[*]->V[0..1]}, R>[1])
AGGREGATE__RELATION_1__AGG_COL_SPEC_ARRAY_1	meta::pure::functions::relation::aggregate	meta::pure::functions::relation::aggregate(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::relation::AggColSpecArray<{T[1]->K[0..1]}, {K[*]->V[0..1]}, R>[1])
AGGREGATE__RELATION_1__FUNC_COL_SPEC_1	meta::pure::functions::relation::aggregate	meta::pure::functions::relation::aggregate(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::relation::FuncColSpec<{meta::pure::metamodel::relation::Relation<T>[1]->meta::pure::metamodel::type::Any[0..1]}, R>[1])
AGGREGATE__RELATION_1__FUNC_COL_SPEC_ARRAY_1	meta::pure::functions::relation::aggregate	meta::pure::functions::relation::aggregate(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::relation::FuncColSpecArray<{meta::pure::metamodel::relation::Relation<T>[1]->meta::pure::metamodel::type::Any[*]}, R>[1])
AS_OF_JOIN__RELATION_1__RELATION_1__FUNCTION_1	meta::pure::functions::relation::asOfJoin	meta::pure::functions::relation::asOfJoin(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::relation::Relation<V>[1],meta::pure::metamodel::function::Function<{T[1],V[1]->meta::pure::metamodel::type::Boolean[1]}>[1])
AS_OF_JOIN__RELATION_1__RELATION_1__FUNCTION_1__FUNCTION_1	meta::pure::functions::relation::asOfJoin	meta::pure::functions::relation::asOfJoin(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::relation::Relation<V>[1],meta::pure::metamodel::function::Function<{T[1],V[1]->meta::pure::metamodel::type::Boolean[1]}>[1],meta::pure::metamodel::function::Function<{T[1],V[1]->meta::pure::metamodel::type::Boolean[1]}>[1])
ASCENDING__COL_SPEC_1	meta::pure::functions::relation::ascending	meta::pure::functions::relation::ascending(meta::pure::metamodel::relation::ColSpec<T>[1])
ASCENDING__COL_SPEC_1__NULL_ORDER_1	meta::pure::functions::relation::ascending	meta::pure::functions::relation::ascending(meta::pure::metamodel::relation::ColSpec<T>[1],meta::pure::functions::relation::NullOrder[1])
ASSERT_TDS_EQUIVALENT__REL_1__REL_1__NUMBER_1	meta::pure::functions::relation::assertTdsEquivalent	meta::pure::functions::relation::assertTdsEquivalent(meta::pure::metamodel::relation::Relation<meta::pure::metamodel::type::Any>[1],meta::pure::metamodel::relation::Relation<meta::pure::metamodel::type::Any>[1],meta::pure::metamodel::type::Number[1])
ASSERT_TDS_EQUIVALENT__REL_1__REL_1__NUMBER_1__NUMBER_1	meta::pure::functions::relation::assertTdsEquivalent	meta::pure::functions::relation::assertTdsEquivalent(meta::pure::metamodel::relation::Relation<meta::pure::metamodel::type::Any>[1],meta::pure::metamodel::relation::Relation<meta::pure::metamodel::type::Any>[1],meta::pure::metamodel::type::Number[1],meta::pure::metamodel::type::Number[1])
COLUMNS__REL_1	meta::pure::functions::relation::columns	meta::pure::functions::relation::columns(meta::pure::metamodel::relation::Relation<T>[1])
CONCATENATE__RELATION_1__RELATION_1	meta::pure::functions::relation::concatenate	meta::pure::functions::relation::concatenate(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::relation::Relation<T>[1])
CUMULATIVE_DISTRIBUTION__RELATION_1__WINDOW_1__T_1	meta::pure::functions::relation::cumulativeDistribution	meta::pure::functions::relation::cumulativeDistribution(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::functions::relation::_Window<T>[1],T[1])
DENSE_RANK__RELATION_1__WINDOW_1__T_1	meta::pure::functions::relation::denseRank	meta::pure::functions::relation::denseRank(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::functions::relation::_Window<T>[1],T[1])
DESCENDING__COL_SPEC_1	meta::pure::functions::relation::descending	meta::pure::functions::relation::descending(meta::pure::metamodel::relation::ColSpec<T>[1])
DESCENDING__COL_SPEC_1__NULL_ORDER_1	meta::pure::functions::relation::descending	meta::pure::functions::relation::descending(meta::pure::metamodel::relation::ColSpec<T>[1],meta::pure::functions::relation::NullOrder[1])
DISTINCT__RELATION_1	meta::pure::functions::relation::distinct	meta::pure::functions::relation::distinct(meta::pure::metamodel::relation::Relation<T>[1])
DISTINCT__RELATION_1__COL_SPEC_ARRAY_1	meta::pure::functions::relation::distinct	meta::pure::functions::relation::distinct(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::relation::ColSpecArray<X⊆T>[1])
DROP__RELATION_1__INTEGER_1	meta::pure::functions::relation::drop	meta::pure::functions::relation::drop(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::type::Integer[1])
EMPTY_FIRST__SORT_INFO_1	meta::pure::functions::relation::emptyFirst	meta::pure::functions::relation::emptyFirst(meta::pure::functions::relation::SortInfo<T>[1])
EMPTY_LAST__SORT_INFO_1	meta::pure::functions::relation::emptyLast	meta::pure::functions::relation::emptyLast(meta::pure::functions::relation::SortInfo<T>[1])
EQUAL_ALL__U_0_1__RELATION_1	meta::pure::functions::relation::equalAll	meta::pure::functions::relation::equalAll(U[0..1],meta::pure::metamodel::relation::Relation<Z=(?:U)>[1])
EQUAL_ANY__U_0_1__RELATION_1	meta::pure::functions::relation::equalAny	meta::pure::functions::relation::equalAny(U[0..1],meta::pure::metamodel::relation::Relation<Z=(?:U)>[1])
EXISTS__RELATION_1__FUNCTION_1	meta::pure::functions::relation::exists	meta::pure::functions::relation::exists(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::function::Function<{T[1]->meta::pure::metamodel::type::Boolean[1]}>[1])
EXTEND__RELATION_1__WINDOW_1__AGG_COL_SPEC_1	meta::pure::functions::relation::extend	meta::pure::functions::relation::extend(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::functions::relation::_Window<T>[1],meta::pure::metamodel::relation::AggColSpec<{meta::pure::metamodel::relation::Relation<T>[1],meta::pure::functions::relation::_Window<T>[1],T[1]->K[0..1]}, {K[*]->V[0..1]}, R>[1])
EXTEND__RELATION_1__WINDOW_1__AGG_COL_SPEC_ARRAY_1	meta::pure::functions::relation::extend	meta::pure::functions::relation::extend(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::functions::relation::_Window<T>[1],meta::pure::metamodel::relation::AggColSpecArray<{meta::pure::metamodel::relation::Relation<T>[1],meta::pure::functions::relation::_Window<T>[1],T[1]->K[0..1]}, {K[*]->V[0..1]}, R>[1])
EXTEND__RELATION_1__WINDOW_1__FUNC_COL_SPEC_1	meta::pure::functions::relation::extend	meta::pure::functions::relation::extend(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::functions::relation::_Window<T>[1],meta::pure::metamodel::relation::FuncColSpec<{meta::pure::metamodel::relation::Relation<T>[1],meta::pure::functions::relation::_Window<T>[1],T[1]->meta::pure::metamodel::type::Any[0..1]}, R>[1])
EXTEND__RELATION_1__WINDOW_1__FUNC_COL_SPEC_ARRAY_1	meta::pure::functions::relation::extend	meta::pure::functions::relation::extend(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::functions::relation::_Window<T>[1],meta::pure::metamodel::relation::FuncColSpecArray<{meta::pure::metamodel::relation::Relation<T>[1],meta::pure::functions::relation::_Window<T>[1],T[1]->meta::pure::metamodel::type::Any[*]}, R>[1])
EXTEND__RELATION_1__AGG_COL_SPEC_1	meta::pure::functions::relation::extend	meta::pure::functions::relation::extend(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::relation::AggColSpec<{T[1]->K[0..1]}, {K[*]->V[0..1]}, R>[1])
EXTEND__RELATION_1__AGG_COL_SPEC_ARRAY_1	meta::pure::functions::relation::extend	meta::pure::functions::relation::extend(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::relation::AggColSpecArray<{T[1]->K[0..1]}, {K[*]->V[0..1]}, R>[1])
EXTEND__RELATION_1__FUNC_COL_SPEC_1	meta::pure::functions::relation::extend	meta::pure::functions::relation::extend(meta::pure::metamodel::relation::Relation<T>[1],meta::pure::metamodel::relation::FuncColSpec<{T[1]->meta::pure::metamodel::type::Any[0..1]}, Z>[1])
